,pred_f,pred_sum,immoral,text
695,0.76973784,3,1.0,진짜 좆같다
696,0.7906159,3,1.0,이새끼 대포 막타칠때 실명써서 대포 놓치게만들고 컨4 연타하는거 보면 진짜 대가리 함몰시켜버리싶음
697,0.14858827,0,0.0,얘는 언제 1티어 되나
698,0.11677676,0,0.0,이속이 말이 안된다
699,0.61839455,3,0.0,걍 집공 착취보다 기발이 젤 나은듯
700,0.78923017,4,1.0,귀여워서 한다고하는 티모충새끼들 가렌으로 티모만 1200판 만나게해야됨
701,0.3006019,1,0.0,"장점: 뛰어난 견제력과, 딜링 및, 오브젝트 시야장악, 사이드능력.단점: 그 외의 모든것."
702,0.33126143,1,0.0,티모 개사기임 꿀빠셈템은 보건 총검 블루임
703,0.69429934,2,0.0,브실골플이 존나 애용함
704,0.5831622,2,0.0,티확찢
705,0.12756623,0,0.0,요즘 니가 선녀로 보여...
706,0.54669565,2,0.0,평생 버프도 못받고 죽어있어라 ㅋㅋ
707,0.34802926,1,0.0,브실골 티모특: 견제할려고 실명 막쓰다가 킬각잡히고 정글탓
708,0.13909973,0,0.0,난 티모가 귀엽고 좋음ㅋㅋ
709,0.08134884,0,0.0,평타기반 챔프들 특 티모 ptsd있음
710,0.6513208,3,1.0,원거리 새끼가 가렌 다리상대로 말뚝딜쳐박아도 이기는거 역겨움
711,0.69107753,3,1.0,평생 5티어에 처박혀있어라 씹련 ㅋㅋ
712,0.7799512,3,0.0,꼬챙이에 찔러서 숯될때까지 태운다음에 발로 밟아서 부숴버리고 싶음
713,0.73977864,3,1.0,거리조절 ㅈ도안해도 다리 가렌이기는 새끼가 이새끼임 뭔 거리조절드립이노
714,0.28294235,0,0.0,천상계방송 적팀미드 단골손님
715,0.5426296,3,0.0,트타는 카이팅이 제일 중요함 w로 위치선정하는거에서 티어가 갈리는 챔프입니다 -`д´-
716,0.4143802,1,0.0,W1렙 기준 22초임 ! 겁나긴편이야୧(๑•̀ᗝ•́)૭
717,0.7075395,3,1.0,이새끼 e패시브로 미니언 안먹어질거도 먹어지면 기분좋음그런데 가끔 타워앞에서 받아먹을때 딴챔이면 무난하게 먹는거 안먹어지는건 개좆같음
718,0.23502547,1,0.0,결국 미드챔으로 전락 ㅋㅋㅋㅋㅋㅋ
719,0.8529086,4,1.0,"아니 미드 트리스타나 왜이렇게 좋냐? 유지력, 견제, 생존력 전부 좋고 철거속도 ㄹㅇ 미친년인줄 알았다 태생이 원거리 딜러인데 피오라랑 철거력 비비고있네"
720,0.57173395,1,0.0,미드트타 개날먹사기임 원딜스웨인이랑 똑같은 점수자판기임꿀빠셈
721,0.1754614,0,0.0,"초반 평타 사거리때매, 라인 당겨먹어야하는 단점이미드라인에서 해소됨.이제 트타는 미드로 가면 됩니다."
722,0.5373508,1,0.0,야  트타 왜 원딜 데이터 표본수가 적다는 말이 뜨냐 미친거아니냐
723,0.7633036,3,0.0,W 잘 쓰면 거의 저지불가급으로 써먹을 수 있더라
724,0.1725052,0,0.0,원딜챔피언인데 미드티어가 더 높은 모순덩어리챔피언
725,0.4845463,2,0.0,트런들마냥 뇌빼고 맞딜해도 다이기니까 여타 다른원딜챔이랑 달리 굳이 카이팅 할필요없이 우클릭딸깍딸깍만 하는챔프라서 미드 탑에서 쓰기좋은듯
726,0.14214326,0,0.0,미드좀 그만 기어와라
727,0.46533749,2,0.0,lck에서 미드 트타 제이스 아지르 요네 밖에 안 나옴
728,0.39837602,1,0.0,진짜 궁금한데 고티어에서 미드 트타 좋나요?이유도 설명점
729,0.9238146,4,0.0,상대 안들어 오고 사리면 w로 들어가서 q 키고 e 달아두고 존나 패면 반피 뻄 개 날먹챔
730,0.20890322,0,0.0,트타귀여워요
731,0.41942415,2,0.0,미드 지금 내가 느끼기엔 개사기임 ㅇㅇ
732,0.3423991,1,0.0,바텀 트타는 별로인듯
733,0.1944566,0,0.0,원딜 베인 유저가 이런 기분이었을까
734,0.4706653,2,0.0,불쌍한 원딜 트타ㅋㅋ 바텀 4~5티어인데 미드때매 13.16패치 너프받네ㅋㅋ
735,0.9598171,4,1.0,이거 요즘에 왜 미드로 기어나오는 거임? 나올 때마다 겜이 뭔가 좆같아지는데
736,0.85099196,4,0.0,ㅇㅇ
737,0.5316881,2,1.0,이새끼도 q에 마나없는거 ㅈ같네 많이는 안들어도 샨테처럼 15는 붙혀라Q 노코스트때문에 기본공속 낮음 저거없으면 딜 안나옴
738,0.3625151,1,1.0,트타못하면 그냥 미드트타 하지마라 우리팀 미드 트타 미드녹턴한테 개쳐맞던데 개 패죽이고싶었음
739,0.38221207,1,0.0,솔직히 트타 점프 쿨타임좀 몇초 더 늘려야됨 생존기로 써야지...쿨이 무슨 짧아서 계속써
740,0.39207172,1,0.0,"놀랍게도 워윅 극후반 승률은 좋답니다풀템 나오면 3초마다 저지불가, 구리던 한타도 E가 3번씩 돈다면 얘기가 다르죠."
741,0.84965706,4,1.0,30초대 궁쿨은 덤!근데 워윅으로 극후반까지 끌릴 겜이면 진작에 젔어야 하는데 상대가 병신이거나 아군이 병신이라 유리한 채로 질질 끌다가 겜 비벼징 경우임
742,0.6049757,3,0.0,실제로 만나면 진짜 개무서울듯갑자기 나보더니 눈돌아가가지고
743,0.8434385,4,1.0,존나 멀리 점프해서 나 덮치고 물고 깨물고 체력 떨어져서 힘들다고하면 오히려 더 빨라지고
744,0.46661273,2,0.0,버프좀
745,0.07685732,0,0.0,브실골 1티어 에다마그마챌 쓰레기 정글챔 1티어
746,0.21759006,0,0.0,잠깐 협곡 휴식을 가지고 있었어요그런데 신챔이 누구 타이틀을 뺐었다해서 달려갔죠근데 가고보니 미친개 타이틀이였어요기절했어요
747,0.11179659,0,0.0,얘도 피들처럼 미니언 피흡 너프 시켜야한다고 생각함
748,0.081666194,0,0.0,솔직히 성능은 모르겠는데 몰왕-공속신-굶드라-구인수-피바-철갑궁 이렇게 가면 피흡 뽕이랑 딜뽕은 개지림 ㅋㅋ
749,0.7227725,3,0.0,부쉬에서 딸피로 숨어있는데 표식뜨면 그것만큼 공포인게 없음
750,0.1656979,0,0.0,정글은 몰라도 탑 워윅은 라인전한정 개날먹 맞지않나..?ㅇㅇ 맞음 좀 덜 뚜벅이인 일라느낌
751,0.18462533,0,0.0,워윅은 cc기 걸고 잡으라는데 거의 모든 챔이 cc걸리면 당연히 잡히는게 맞는데 왜 이거 하는애들은 얜 약점이 cc만 걸리면 아무것도 못해요ㅠㅠ 이러면서 약코함?
752,0.40932047,1,0.0,이성있는 브라이어=워익
753,0.089288265,0,0.0,정글은 몰라도 탑 워윅은 라인전한정 개날먹 맞지않나..?
754,0.7134934,3,1.0,브라이어가 아무리 ㅈ사기라도 워윅은 못이길듯
755,0.4942486,2,1.0,아레나 씹새끼 5대장중 하나
756,0.41275132,1,0.0,얘도 사거리좀 늘려줬으면트린보다 더 뚜벅인데 W판정이나 제대로 바꾸던가
757,0.24891421,0,0.0,발분 재밌음
758,0.48593503,2,0.0,Q 저지불가 잘쓰는게 워웍고수ㅇㅇ 잘쓰면걍사기 쓸줄모르면 걍뚜벅이
759,0.61179435,2,0.0,얘로 선궁써서 원딜 물라는애들 진짜 죽이고 싶음
760,0.35845494,2,1.0,얘는 ㅈㄴ 빡침 템차이도 나는데 25%쯤 피 깟는데 궁쓰고풀피되는거보고 키보드 내려침
761,0.56005657,2,0.0,워윅 평타 판정이 롤 최상급이라 일단 평타가 나갔으면 무조건 데미지가 들어감. 평타 순서도 데미지 -> 사운드 -> 모션이라 후딜 캔슬하면 평타 바로 나감.
762,0.5016843,1,0.0,좀 응용해서평 - 강가채 - Q -평 - 궁 하면 한사이클에 평타 후딜만 연속 세번 캔슬 가능함
763,0.18035454,0,1.0,아 진짜 개새1끼 너무 좀 시1발
764,0.05581766,0,0.0,덧붙여서 말파가 1렙때 마저를 안들고 왔을때의 마저는 28 방어를 안들고왔을때의 방어는 38이므로 기억해두자
765,0.3330107,1,0.0,아 그리고 스펠은 보호막을 드는게 좋음 말파 특성상 피빠지면 궁쓰고 한방에 폭딜 몰아넣어 킬을 노릴텐데 보호막이 이 변수를 차단해준다
766,0.3990397,1,0.0,말파의 지속적인 굴렁쇠 난사와 we데미지는 생각보다 매우아프니 피관리를 철저히 해야하기에 유지력은 매우 중요하다 이정도만 알고있어도 어지간하면 질일없을거다
767,0.46566063,1,0.0,다른버프 다 필요없고W이속 전투시에도 적용만 시켜주면 됨
768,0.3847357,1,0.0,탑워윅 글로벌 올 티어 지표 4티어이제 버프해줄 때 되지않았나
769,0.23023039,0,0.0,미드워윅 암살자나 야요 카운터로 꺼내기 좋음.(특히 제드)미드 브루저의 가장 큰 단점이 로밍이랑 교전 합류 능력인데 얜 W때문에 더하면 더하지 딸리지 않음.
770,0.29468974,1,1.0,근데 마나 딸리고 라클 ㅈ병신인게 더 심하게 드러나서 첫귀환 티아멧 못뽑으면 망함.
771,0.25114655,1,0.0,미드워윅 이거 좀 재밌는데 로밍도 야무지게 가능하고
772,0.48827493,3,0.0,극후반 승률 50퍼 아래인데 승률이 좋다니..??
773,0.9350269,4,1.0,야 신챔 너랑 ㅈㄴ 다르더라 뒤질걱정 안해도되것다
774,0.3137408,1,0.0,브라이어 나오면 이새끼 픽률 사라질듯
775,0.47364306,3,0.0,정글은 몰라도 탑 워윅은 라인전한정 개날먹 맞지않나..?  ㅇㅇ 맞음 좀 덜 뚜벅이인 일라느낌라인전이 날먹이면 뭐해라인전에서 잘커봤자 한타에서 멍 짖고 뒤지는데
776,0.5908786,2,1.0,얘ㅒ를 탑에서 쓰는새끼는 미친놈임?
777,0.2877026,0,0.0,왼팔 오른팔 아우~~ 아그작
778,0.2753368,0,0.0,탑에 나올때 자신이 갱플할줄 알면 갱플하세요괜히 갱혁욱이 아님
779,0.53877974,2,1.0,라인전 날먹챔 한타 병신챔
780,0.51441324,1,0.0,브라이어는 너무한거아니냐사미라랑 닐라수준도아니고진짜 섭섭하다브라이어해야지
781,0.3128458,0,0.0,발분가면 원래 쉽게 이기는놈들 상대로도 지는경우 많음 캐리해야될거같으면 걍 신파자가 맞음
782,0.4405619,2,0.0,장점:피흡이 개지리고 q가 은근 쌤단점:피흡말곤 다구림얘 피흡으로 버티는거엔 E뎀감+w 미친공속도 한몫함
783,0.5356645,2,0.0,블츠 나오면 가끔 워윅 서폿함원딜 앞에 서서 그랩 날리면 q로 씹고혹여나 끌려도 E때문에 오히려 이김
784,0.41450325,1,0.0,근데 솔직히 로밍 좋다는거 빼면 서폿 세트 하위호환인데서폿 세트도 사장된 마당에 굳이 워윅을? ㅋㅋ그냥 그랩 카운터치는거에 목적이 하나면 오른이 더 나을듯
785,0.1397138,0,0.0,정글 버프하고 탑 라인전을 좀 너프하면 좋읗듯... ( 정글몹 추가 데미지하고 미니언 피흡 너프 같은 것 처럼 )DARIUS 이라는 챔프를 아십니까?
786,0.19051665,0,0.0,몰락 이렐이 덤벼주는걸 누구보다도 좋아하는 챔프.
787,0.22647506,0,0.0,카밀로 상대하기 쉽더라
788,0.43561587,1,0.0,정글 버프하고 탑 라인전을 좀 너프하면 좋읗듯... ( 정글몹 추가 데미지하고 미니언 피흡 너프 같은 것 처럼 )
789,0.55024326,2,2.0,??? : 치감 샀잖아 ㅅㅂ
790,0.14449412,0,0.0,얘도 피들처럼 미니언 피흡 너프 시켜야한다고 생각함근데 정글워윅이 구데기라 최소한 보상버프는 해줘야됨...
791,0.3484559,1,1.0,탑은 ㄱㅊ은데정글로 이거 하는 애들은 하나같이 유미 뒤짐?
792,0.67042863,3,1.0,시발 하나같이 못하네 이번엔 다르겠지 이번엔 다르겠지 하는데 시발 뭐 예외가 한마리도 안보이네 ㄹㅇ
793,0.3706972,1,0.0,궁 판정만 좀 버프해줘라이즈가 쏜 화살이 얘 몸뚱이보다 판정이 넓은게 말이 되냐
794,0.86527216,4,1.0,워윅 이 개 똥챔을 왜 하고있을까라인전은 ㅈㄴ 좋은데 후반에 ㅈ쓰레기갱승해도 하체 터져서 겜 지고
795,0.466097,1,1.0,아무리 잘커도 캐리 하기 ㅈ나 힘들고 극후반에 유통기한 씨게 와서 1대1말고는 별거 없는 피흡만 잘되는 개똥챔
796,0.7612647,4,0.0,궁 판정 쓰레기 그래도 Q판정은 좋은데 그것말고는 피흡 정도밖에 없는 챔 걍 제발 우리 워붕이 버프해줘잉
797,0.19124174,0,0.0,크라켄-발분-죽무-쇼진-거드라-(스테락)보조 폭결들고 영약먹으면AD가 무려 600!!
798,0.6393334,2,1.0,라인전은 존나 말도 안되는데 후반 한타가 답도없는 개시발스레기라서 황밸
799,0.95739573,4,1.0,반피만 되도 피 냄새 맡고 발정나서 q로 한번만 씹겠다고 지랄하다가 궁으로 달려들면 ㄹㅇ 강펀치 마려움
800,0.2445377,0,0.0,여러모로 없는놈
801,0.04819753,0,0.0,1ㄷ1은 거의 최강급인데한타는 동네북
802,0.1622726,0,0.0,울팀은 얘 좀 적당히 해줬으면 좋겠음
803,0.5189259,2,1.0,탑워윅 약코하지마 개 씨발새끼들아 ㅋㅋ
804,0.59269726,3,0.0,신챔이 피흡에 미친 돌진 + 광역 공포 챔피언이라서 눈물이 절로 나왔죠 근데 알고보니 아무리 봐도 워웍은 아닌거에요 정말 안도의 한숨이 절로 나왔어요
805,0.45643553,1,0.0,얘쓸바에 차라리 다리 아트 올라프 씀
806,0.7658956,3,0.0,보통 롤 재능없는 새끼들이 주로하는 픽임 상대팀이다? 개꿀 우리팀이다? 닷지 ㄱ
807,0.51122886,2,1.0,탑 워윅 이새끼들 특징 보호막점멸 보호막인데 라인전 개털림합류전 개발림 그냥 쓰레기
808,0.5451175,3,1.0,하도 ㅈ사기인 성능이 협곡에서 가려졌다가 아레나에서 들어났노 ㅋㅋ성능이 좋아도 협곡에서 가려지면 뭔 의미임?
809,0.23756565,0,0.0,탑 요릭정글 트런들미드 애니비아원딜 베이가서폿 모르가나누누 절망편
810,0.7468758,3,0.0,후반가서 w못맞추면 바로 죽음 몸이 웬만한 원딜이랑 비슷해서 내가 먼저 죽이지 않으면 바로 죽음탱으로 가도 탱이 안되는 느낌임
811,0.49573606,2,0.0,???: 에이 리하우겠지
812,0.6723194,2,0.0,"- 초반 정글링 생각보다 빠르지 않음- 갱킹 엄청 쉬움- 피지컬 ㄴㄴ, 뇌지컬만 있으면 됨- 팀원 킬 주기 정말 편한대신 내가 캐리하기 힘들고 팀원이 킬값해줘야 이길 수 있음- 등반 중일 때는 무조건 딜, 현지인이면 탱이 좋음"
813,0.4192174,1,0.0,누누는 공포라는 씨씨기는 없지만 존재 자체가 공포다
814,0.07540756,0,0.0,마공점 빌드가 옵지에 뜨다니..
815,0.40138716,2,0.0,채팅 판단잘해 열심히 한다고 든 강타와 q가 너희를 괴롭히는 건 한순간이야
816,0.17296652,0,0.0,운전면허=mmr
817,0.720838,2,0.0,마점공 누누 써보니까 잘만 쓰면 사기 같긴 한데 필요한 숙련도가 너무 높음
818,0.3791154,1,0.0,rainbow flavor그는 신인가..
819,0.47525787,2,0.0,무지개맛
820,0.4813795,2,0.0,포식자 돌려줘 난입 누누 못쓰겠어
821,0.39034164,1,0.0,광희가 좋나?
822,0.18189013,0,0.0,2티어 픽률 뒤에서 3등 0.6%
823,0.69308233,3,0.0,미드 ㅋㅋㅋㅋㅋㅋ 누누 ㅋㅋㅋㅋㅋㅋ
824,0.79474986,4,1.0,지표 보면 줫사기인데 지금
825,0.18947145,0,0.0,친구가 정글하고 싶다하면 대분분 얘하라고 함
826,0.3336962,2,0.0,캬 지금 1티어 됬냐ㅋㅋㅋㅋ 역시 기 모으고 있었네
827,0.13999093,0,0.0,누누와 윌럼프 봇 뽑았다
828,0.49573606,2,0.0,???: 에이 리하우겠지
829,0.36785924,1,0.0,탑 요릭정글 트런들미드 애니비아원딜 베이가서폿 모르가나누누 절망편->사이온 탈주편
830,0.46945083,2,1.0,1~2티어 : 딜 ㅈㄴ쌔네3~4티어 : 미포터 시발련아5티어 : 와 가슴 ㅈㄴ크네
831,0.54195416,2,1.0,나 브론즈인데 진지하게 미포서폿 랭하면서 못만나봣는데 얘 서폿하는새끼들은 뭐임도대체?
832,0.55736023,2,1.0,원딜로 쓰라고 시발
833,0.39720914,2,0.0,잘크면 딸깍딸깍 캐리못크면 히히 오줌발싸
834,0.19511977,0,0.0,이거 하는 애들은 왜케 저능아가 많음?
835,0.3834389,1,0.0,딸깍딸깍 카이팅 왜함 ㅋㅋ
836,0.32592645,1,1.0,미포 서폿 왜 하는거임 하는 사람도 개 노잼일 거같은데
837,0.8651363,4,1.0,못하는 새끼 만나면 유미보다 더 쓸모없는 년임 ㅇㅇ
838,0.9260926,4,1.0,뒤에서 E만 날리면서 징수로 킬쳐먹는거만큼 ㅈ같은 경우가없다 ㄹㅇ
839,0.36315638,2,0.0,미포터 왜함?재미없고 인식쓰레기고 인식만큼 성능도 쓰레기 인데?
840,0.668635,3,1.0,그거밖에 못해서 미포터 유저는 걍 ㅂ신 ㅂ러지임
841,0.9803478,4,1.0,진짜 구라안치고 미포서폿 유저는 유미유저랑 똑같음 할줄아는게 이 ㅈ랄밖에 없어서 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
842,0.4164707,1,1.0,얘 지금 딜 진짜 이상함 손가락 5개에 뇌에 주름있으면 하면 이김근데 우리팀 미포는 손가락이 없고 뇌에 주름이 없나봐요 ㅋㅋ
843,0.78557295,4,1.0,존슴 가나크네
844,0.43706334,1,0.0,아브실 일겜에서 맨날 나오는 새끼임 ㅋㅋㅋ
845,0.8040694,4,1.0,원딜미포 개빡치는게 견제ㅈㄴ써서 들어가면 맞다이도ㅈㄴ쎔ㅋㅋ
846,0.06441048,0,1.0,AP올리는 애들은 다 뒤져야됨 진짜
847,0.2650907,1,0.0,서폿으로 기어나올거면 차라리 럭스를 하던가
848,0.41306463,2,0.0,서폿으로 미포가지말아라  운영 개스레기임
849,0.22021942,0,0.0,상대방 바텀조합 사미라 미포터였는데 처음으로 사미라가 불쌍해보였다. 사미라할려면 cc기 있는 탱서폭이 나와줘야 하는데 미포터 나와서 완전 뚜드려 맞고 있더라고
850,0.71215886,2,0.0,원딜의 수치라고 할수있는 챔피언 미포 사미라
851,0.26954812,0,0.0,얘도 럭스야스오마이처럼 어그로 잘끌림
852,0.75696754,3,1.0,제발 얘로 서포터좀 쳐가지마라 하위티어련들아
853,0.60354745,3,0.0,칼바람 리안드리 징수는 진짜 ㅋㅋ 없나
854,0.42299718,1,0.0,유사원딜
855,0.57982117,1,0.0,미포서폿 하는놈들 ㅇㅁ목 그어야함
856,0.20797132,0,1.0,씨!!빨 서폿가지 말라고
857,0.5312838,2,1.0,얘 후반가면 탱커를 못잡음.치명타트리 안가면 진짜 뒤~지게 약하더라
858,0.80635786,3,1.0,집공 치명타만 하다가 선공 방관 하니깐 ㅈㄴ신세계임ㅋㅋ
859,0.70684206,2,1.0,3티어챔 아님 딜이 진짜ㅈㄴ쎔
860,0.33884868,1,0.0,플~에메 이상 티어에 미포터 장인이라도 있음? 왜 몇 달 째 통계가 없어지질 않노
861,0.4315812,2,0.0,e둔화랑 w 이속증가 삭제시켜라
862,0.82981676,4,0.0,우리팀이 선공미포 고르면 진짜 존나 든든함 걍 선공드는애들 대부분 잘하더라
863,0.15855503,1,0.0,얘는 원딜하든 서폿하든 걍 ap가는게 맞음.
864,0.4174999,1,0.0,못하면 좀 하지마라 이쑤시개딜 쓸모도 없네 진짜
865,0.77732277,3,1.0,상대 이렐 얼심 란두 꽂고 돌진해오는데 저항을 해봐도 존나 무력하게 죽는다... ㅅㅂ...
866,0.6037253,2,0.0,뭔가 없는 타격감 + 약해보이는 평타 + 도구 인식 때문에 그렇지 얘 딜은 쌤 아다리 잘맞으면 뚜벅이는 한대도 안맞고 미니건 갈겨서 이기기 가능
867,0.51469827,1,1.0,종탁이 씨발
868,0.5111817,2,0.0,애쉬 밀리오 마오카이 말파이트or오른 +아무 미드 ap마오카이는 미드가 잘크도록 봐주면서 바텀 역갱만 쳐주면 중후반 주도권 절대 안넘어감
869,0.4436729,1,1.0,솔직히 애쉬는 하위티어에서 하면 개패고 싶음
870,0.7146249,2,0.0,가랑비에 쫄딱젖는다는게 이런건가
871,0.8241536,4,1.0,뒤에서 치속q로 뭔가 존나 열심하는거같은데 상대피가 안닳음이걸 당하는 뚜벅이 챔은 뭔가 존나 열심히 달려오고있는거 같은데 안닿음ㅋ
872,0.95503277,4,1.0,진짜 ㅅㅂ 애쉬 미포로 서폿 그만ㅊ해라 유튜브에서 ㅈ같은거 보고 따라하지 말고 ㅅㅂ 좋은 서포터 많은데 왜 이딴걸 ㅊ하냐 ㅅㅂ 빡대가리년들아
873,0.21522725,0,0.0,얘 세릴다 올리는 사람들은 겜도 못하고 인성도 나쁘네요 과학인가?
874,0.90696007,4,1.0,얘 할때 마다 느끼는건데 q스킬로 때릴때  끝나고 기본평타로 바뀔때 평타한번 끊기는거 은근 ㅈ같음
875,0.18002254,0,0.0,하이퍼캐리형 버스챔
876,0.84223497,4,1.0,상대 뚜벅이 탱커 무한똥침 ㅈㄴ재밌음 근데 상대도 나 못잡고 나도 상대 못잡음
877,0.4474812,1,0.0,라인전 터지면 그냥 얼음 마사지 그이하임못쓸 것 같으면 진짜 안하는 게 좋다.
878,0.6705952,2,0.0,세상을 평정하는건 화살한방이 아니라 품속에 숨겨놨던 개틀링건 아님?  공속이 화살은 아니라 마법공학 개틀링건임...
879,0.2424595,0,0.0,돈으로패는챔인데 템이 더 잘떠도 그냥싸우면 처짐 무조건 길게오래 질질끌면서 싸우는거 좋아함  2/0/2 애쉬 0/2/2 바루스  애쉬가처짐 바루스 궁 상대가 그냥 못맞춤 + WQ 빗나감 나는 궁맞춤 상대정화로품 하루종일 바바바바바박 좌삼삼우삼삼으로 움직이면서 떄려도 바루스 말뚝딜박는평타에 처짐  무조건 길게싸워야됨
880,0.14312053,0,0.0,왜 탑에 오세요
881,0.32656115,1,0.0,돈으로 패는챔
882,0.19763122,0,1.0,야 니 남편 길어졌대
883,0.12953125,0,0.0,이즈 애쉬 시비르가 1티어라는 거는 원딜 영향력이 0인 메타 아닌가
884,0.59849185,2,0.0,트린 사거리 늘어나서 기분 좋은 애쉬는 개추 ㅋㅋ
885,0.34991324,1,0.0,이즈 위에 있네?너프먹겠군
886,0.34097433,1,1.0,딜이 약해야 정상이지 ㅅㅂ
887,0.7649528,4,1.0,패시브에 둔화달려있어서 추격도되고 e때문에 적정글 위치도 볼수있고 r로 이니시랑 도망가는거 잡을 수 있는데 딜까지 세면 개나소나 애쉬하지 ㅅㅂ
888,0.6415578,2,0.0,애쉬픽하고 버스탈생각이나 해야지 주도적으로 뭘 하려고하면 게임에 패배함
889,0.25827745,1,1.0,롤거의3주는 안햇는데 이년 아직도 1티어임? 대회에서는 개똥챔취급인데 역시 솔랭은 아직 OP인가;;; 너프당할예정임 얘? 꽤오래1티언데
890,0.6043992,2,1.0,얘 궁 판정 존나 이상하던데화살 완전히 빗나가는 각인데 기절뜸 ㅅㅂ
891,0.52624583,2,0.0,삼위가니깐 잘안뒤지는 대신 이쑤씨개 딜은 잘나옴
892,0.8304441,4,1.0,라인전 이기면 도망가면 둔화걸려서 죽고 붙으면 ㅈㄴ쎄서 죽는데 못크면 그냥 하루종일 때려도 간지러움
893,0.47828662,1,0.0,즐겜으로 선 나보리 올려서 맵핵애쉬 어떠려나
894,0.6246363,3,0.0,극후반 람머스 상대로 불꽃 카이팅 뽕 제대로 느끼는 애쉬 반사뎀으로 뒤지는거보고 현타옴 ㅋㅋ
895,0.4001249,2,0.0,제발 할거면 원딜로 들고 가던지 서폿 애쉬는 뭐냐 도대체?
896,0.33117944,1,0.0,R9M 개틀링 애쉬 ㅋㅋㅋ
897,0.40723997,1,0.0,뚜벅이라서 라인전 말려주면 E 셔틀로 만들수있음
898,0.26627165,1,0.0,이챔프로 스태틱좀 쳐가지마라스태틱충들 ㄹㅇ역겨움
899,0.33645758,2,0.0,상대팀이 뚜벅이가 더 많다는 가정하에 애쉬 패시브는 절때절때 쓰레기라고 볼수없음
900,0.6066928,2,1.0,란두인 시발
901,0.57783437,2,0.0,얘 들고 자꾸 탑 기어가지마 우리팀으로 탑애쉬 나올때마다 닷지마려움
902,0.47654355,1,0.0,문제는 지금 애쉬가 패시브딜 상향을 너무 많이받아서딜마저도 쎈 챔이 되버림
903,0.30148742,0,0.0,버러지 원픽
904,0.7853168,3,0.0,불꽃카이팅 하면서 존나 이악물고 하는 애들 보면 안쓰러움..
905,0.5990856,2,0.0,이새기 도대체 왜함
906,0.28004262,1,0.0,상대팀:애쉬우리팀:애씨
907,0.07737855,0,1.0,"""시발 이렇게 잡는거였어?"""
908,0.15252618,0,0.0,야 너 이제 175래
909,0.60876244,3,0.0,리그에 싫증이 난 초가스? 진짜 무기를 든 잭스? ㅋㅋㅋ “칼을 똑바로 쥐고 때리는 트린다미어” 대검들고 손잡이로 때리는 병신은 이제 없다.
910,0.28902873,1,0.0,175 트붕이너이새끼 14년동안 생각끝에 드디어 검날로 때리는법을 배웠구나
911,0.3227861,1,0.0,놀랍게도 데미지는 손잡이가 더 세다
912,0.110948935,0,0.0,드디어 손잡이가 아니라 대검으로 상대를 때리는구나....
913,0.14937846,0,1.0,"""트린은 좆으로 때리는지 귀 네개달린 키메라 마마보이 새끼 오른손보다 사거리가 짧다""고 하던 친구가 트린 버프소식 듣고 한 말""이새끼가 드디어 발기하는 법을 깨달았다"""
914,0.19629079,1,0.0,예전에 트린 자주 하는 친구가 사거리 150만 해줘도 소원이 없겠다고 했는데 드디어 175가 되네 ㅋㅋ 이번 상향 진짜 큰데?
915,0.37951088,0,0.0,두달뒤에 다시왔는데 다시 너프 개처먹고 5티어 아니면 거세함 ㅋㅋ
916,0.11367277,0,0.0,그냥 한번 성능 1티어급 만들어주고 바로 관짝보내서 사거리로 징징거리지 못하게 하는거 같은데
917,0.43161365,2,0.0,그래 14년동안 고집하더니만 드디어 큰 결심 했구나
918,0.043471962,0,0.0,"""평타를 때리는데 뒷무빙하는 트린다미어"""
919,0.15479895,0,0.0,대검은 길게 잡는데 이제 대검 날대신 면으로 침 ㅋㅋ
920,0.13854876,0,0.0,이렐리아랑 평타 맞교환할때 눈물 흘렸다
921,0.41632855,2,0.0,사실 트린에 공격력 4 너프면 어지간한 패치였으면 트린 유저들 현실 불사의 분노 각이였는데 사거리 50 증가 라는 영혼의 버프라 다들 축제네
922,0.12676059,0,0.0,트린이 카이팅을 당하는게 아니라 하는 날이 오다니
923,0.68489945,3,0.0,'친구가 생긴 아무무' 이후로 롤의 금기 중 하나가 또 실현됐다'검 드는 법을 알아낸 트린다미어'
924,0.41052502,1,0.0,다른놈들 사거리버프 먹으면 진짜 개빡치는데 넌 차마 욕을 못하겠다
925,0.17392504,0,0.0,Ad 4너프 ㄷㄷ 검 손잡이로 때리는게 더 센거였던 아이러니
926,0.21511988,0,0.0,롤에서 사거리의 중요성을 극단으로 보여주는 챔프가아닌가 싶네단 50 올렸다고 챔프 성능이 이리 미쳐 날뛰는데
927,0.5127648,1,0.0,600 500은 그냥 넘는 원징징이 새끼들은 지들이 얼마나 편하게 겜 하는줄 모름 ㄹㅇ ㅋㅋㅋㅋ
928,0.14653727,0,0.0,원래 얘처럼 스킬로 딜넣는거도 아니고평타로 딜 넣는애한테 사거리버프?
929,0.48895246,2,0.0,이건 ㅈㄴ큼그간 트린이 스탯버프를 계속받아도 힘을 못썻던게쎄봤자 딜을 못넣음 자체 cc도 꼬꼬닭 하나밖에 없어서근데 이번 패치로 한두대 못칠걸 더 쳐버리니챔 자체가 달라졌지
930,0.048509277,0,1.0,바로 1티어로 올라오네 ㅋㅋ
