text,immoral
진짜 딱 챔자약챔프 자체가 약함많이는 아니고 살짝 체급을 좀 키워줘야 됨,
"충챔들중 유일하게 병신인 새끼임ㅋㅋ 티모는 버섯이랑, 실명으로 1인분 잘크면 버섯이 지뢰가 될수있고, 베인도 사실상 마이키워줄빠엔 베인 키우는게 겜 이길확률이 높다고 생각함, 블츠는 말할것도 없이 개사기고 야스오도 팀에 에어본있을때 꺼내면 못커도 에어본으로 묶어줄수있어서 1인분 가능, 반면 이새끼? 잘커도 터짐, cc도 없음 유일하게 버틸수있는 명상도 좆렐리아 씹하위호환, 생긴것도 병신같이 생겼음ㅋㅋ",
캐리머신은 무슨 ㅋㅋ 갱킹도 구리고 초반에 팀고혈빨고 킬딸겁나하면서 성장하다가 후반에 다 써는거고 심지어 그 써는거도 팀원들이 판을 깔아줘야하는데 어떤챔프보다 팀의존도 높고 내로남불 쩌는챔프임. 우리팀이해도 좆같고 상대팀이해도 좆같음. 이거할바엔 그냥 초반에 좋은 육식정글로 갱다니면서 터뜨리거나 마오세주렐같은 국밥초식정글해서 한타때 탱킹하는게 현메타엔 더 잘맞음.,
제발 밴 좀 그만해,
접근해야하는데 몸이 종잇장인 챔구인수로 평타쳐서 딜을 넣어야하는데 상대 이속버프 조금만 받으면 못따라가는 챔리워크 이후 그나마 있던 낭만도 사라진 챔옆집 이렐리아난 에어본 당해도 w안끊기는데 여기는 기절만 맞아도 풀리는 챔,
ㄹㅇ 마이 조정이 필요하다,
진짜 병신이라 못 하겠네,
낭만 하나로 하는챔이었는데 리워크 먹고나서 옛날챔 특유의 낭만이 사라져버림;,
드락사르 롤백하던가 마이 명상 강인함 롤백 둘중 하나만 해주세요 제발요,
걍 치속-승전보-공속-최후의 일격 빛망-폭결들고 나보리 정수마이나 하는중임 이 ㅅㄲ 구인수트리 재미도 없고.. 그냥 터질빠에 알파쿨 1번이라도 더 돌려서 딜넣고 터진다는 마인드,
얘나오면 뭔가 게임하기 싫어짐팀이든 상대든,
드락마이 쓸때마다 너프당해서 크인수쓰면 탱커한테 지는 챔,
마이하면서 제일 빡치는 순간. 난 분명 궁을 켰는데 상대방은 기본 스킬의 이속 증가나 도주기로 거리 벌린 걸 못 따라잡을 때. 진짜 쓰레기를 넘어 폐기물 수준의 궁때문에 선알파 쓰기 싫은데도 쓰게 됨구라 안치고 유체화도 못 따라잡음ㅋㅋ,
솔직히 이제는 충도 없을껄? 재밌는 챔이 많이 나와서 장인들만 할것 같은데,
W쿨 감소 버프 전에 이거 어떻게 쓴거냐,
랭겜에서 명상 개사기라면서 내셔 존야 올린 쉿팔련 찾는다,
"Q 온힛 패치 전(치명타 롤백)으로 돌리는 게 맞음, 지금 마이가 중후반에 힘 빠지는 챔피언이라 치명타 빌드 타서 게임 굴리는 게 100배 좋을 거 같음물론 드락 은신이 롤백되면 말이 다르겠지만",
이정도면 명상 강인함 다시줘도되지않냐 ..?,
저티어에서 이거하는 애들은 한명도 빠짐없이 들어가야할때와 빼야할때를 반대로 함,
E 효율이 그렇게 좋은건지를 모르겠음 스킬 포인트 4개 찍어서 고정뎀 20 얻는거보다 차라리 명상 찍어서 뎀감 올리는게 나을 것 같어….,
"하향을 너무 처먹어서 ㅋㅋㅋ 체급이 너무 낮아졌어 공격력,공속,체력,스킬쿨 전부 하향먹었으니...사거리, w쿨 정도 좋아진 대가가 너무 큰거 아니냐?",
근데 가렌이나 마이같은 간단한챔들은 이정도가 딱임 그냥,
존나 노코스트 처럼 생겻는데 마나챔임,
미드에서 제라스가 바위게 합류 안했다고 찡찡거리다가 결국 못참고 CS 다먹고다니고 우물에서 미아만 찍던 개벌레 마스터이니들때문에 마이 인식이 ㅆ창나는거지실제로 잘하는 마스터이는 말도안되게 잘함넌 리폿 잘먹어라 ㅋㅋ,
잘보고 배우시 끄엉어,
마이충 발작버튼탑:잭스정글:람머스미드:리산드라원딜:닐라서폿:레오나,
요즘 알파찍고 3명상에 E 찍는중인데 나쁘지않음 어짜피 E 스킬레벨 올려봤자 쿨은 안 줄고 딜은 크게 차이가 없음. 상대 CC기가 많다싶으면 E먼저 찍긴하는데 CC가 그럭저럭 있을때 명상쿨도 빨리돌면서 힐량증가 때문에 어그로핑퐁이나 버티고 역전가능함 찍먹추천함,
칼바람 마이는 너프좀 ㅎㅎ,
진짜 싫음 450원짜리 개똥챔잘커도 쓰레기 못크면 좆쓰래기 왜하는거갱도 못다녀 몸도 약해 cc 걸리면 암것도 못해 변수 창출? 쎈딜? 그게 중요함? 그 전에 뒤지는데 개똥챔이야 그냥(에메 기준),
마스터이 잘하는법1.명캔2.cc피하기3.람머스 피하기4.패시브 평타 쌓아놓고 싸우기,
"아이번: ""이게 뭐죠? 이번에 새로 나온 나피리라는 챔프인가요?""",
얘 채급 지금 개구린데 그럼 명상 강인함 다시 롤백해야 하는거 아니냐 cc하나 맞음 바로 죽는데,
정글챔중에서 고혈빨아먹는건 최상위포식자임 얘는,
상대에 cc몇개 없고 우리팀에 이니쉬 있을때만 픽해라 제발,
저티어에선 애들이 각 겁나게 줘서 잘크기도 하고애초에 1ㄷ1이 초반이어도 잘 안커도 굉장히 좋음왤케 약코를 많이 하는지 모르겠음,
"""대답해. 찌찌 꼬집어 버리기 전에""잔뜩 화가 난 클리드 선배가 내리깐 목소리로 말했다.",
사일 씨발,
알리스타 재밌어요,
쿵쾅 못하면 알리를 왜쳐하냐 진짜,
이새끼 점멸+w로 우리팀 포탑에 골인시키는거만큼기준좋은게 없음,
아무리 잘컸어도 상대가 얘라면 포탑앞에서 방심하면 안됨쾅쿵맞고 포탑에 대1가리 쳐박히는수가 있음,
소라카 : 별의 힘으로 치유소나 : 음악의 힘으로 치유알리스타 : 음머어어어어어어어!!!!!,
아오씨발 뒤지게 단단하네,
이새끼 최대 단점 : 미드가 좋다고 할줄도 모르는 야스오 픽함,
"대답해. 찌찌 꼬집어 버리기 전에""잔뜩 화가 난 클리드 선배가 내리깐 목소리로 말했다.이게 뭔소리야",
짧은거리 wq할때 q연타 ㅈㄴ누르면 잘됨.,
w 닿는 줄 알고 제자리 q 써봤으면 개추 ㅋㅋ,
분명 이거하면 게임 맨날 이기는데 암걸리는 가락이 한판 만나면 바로 싹하기 싫어짐,
이새끼 ㄹㅇ 잘하는 새끼는 상대 원딜한데 오지도 못하게 함걍 상대 뚜벅이챔 있으면 이거하삼 ㅈㄴ 재밌음 ㅋㅋ,
아레나 모드에서 궁키고 qw만 계속 쓰면 자기장 싸움에서 웬만하면 절대 안짐,
고맙다 알리스타야,
"무지성 wq 하지말고 상황 나오면 벽 w 에어본 끝나고 q 쓰면서 e 연계하면 스턴시간 1.5배는 길어짐 이거 말고도 미니언 w q ,플 q w 같이 응용할 수 있는 스킬 많으니까 유튭에서 알리 장인이나 강의같은거 조금만 봐도실전에서 유용하게 쓸 수 있음",
탑 알리 좋은진 모르겠고 개빡침요놈봐라?“해 방이다”,
아군이든 적이든 사미라 나오면 좋아 죽음,
ㅈㄴ수동적인 픽에다 사일도 벤안해 그냥 지겠다는거,
다리우스할때 ㅈ같으니 이새끼 기절 넉백 삭제시켜라,
딜폿 유틸 하는 서폿들아 탱폿 한번 해보셈 맨날 숟가락이 코푼 휴지쪼가리마냥 느껴졌지? 콧물과 휴지한테 미안해질거야,
뭔가 목소리가 매칭이 안되는것 같음,
"솔직히 좀 해본결과 재밌음. 궁으로 다같이 강제 바론한타 여는것도 재밌고.. 한데 궁이 너무 활용도가 없음. 대회처럼 다같이 소통이 원활한것도 아니고 서로의 의견이 충돌하는 솔랭 특성상 궁의 무궁무진함을 이용을 못하게됨. 차라리 옛날처럼 신지드궁처럼 만들어주던가, 해야됨. 궁 사거리도 사기꾼 ㅅㄲ한테 밀림. 차원이동이라는 놈이.. 그냥 모든 맵 궁으로 다 돌아다니게 해줘야됨",
스승이랑 제자랑 둘다 밑바닥 신세인거 보면 룬은 사실 ㅈㄴ 약한거 아닐까 세상 멸망시킬 힘을 가진 물건을 가지고 다니는 놈들이 뭐 이렇게 약한건데,
이새끼 우리팀일때 이긴적이 없음우리팀 라이즈가 못한게 아니고 그냥 안나온다고 ㅅ발,
라이즈는 보고 피하는 경지에 오른 사람들만 하는거임 도사들의 챔피언이다,
아지르와 라이즈3티어에서 재회하다,
얘 한판하면 협곡에 담긴 온갖 불합리함을 혼자 다 느낄수있음,
그냥 9.12패치전으로 롤백시키면 좋겠음.룬2개충전되면 과부하 보호막이랑 이속있었고 w는 즉발속박 1초에대신 e를 2번써야 광역딜이였지만 e전이되면 데미지도 있었고 q도 유일하게 6렙까지 찍을수 있었음. 이때가 더 개성있던거 같음.즉발속박을 없애서 딴 챔프들은 cc기 맞추면 딜을 더 많이 넣을수 있는데 얘는 e표식이 사라져서 오히려 딜이 약해짐. 그리고 도대체 과부하보호막은 왜 삭제시킨거지 인파이팅 메이지인데 대천사보호막이라도 있어서 사람구실하는거지 대천사도 나락갔을때 사거리도 짧고 cc기도 조건부여서 딜넣을라고 들어가면 그냥 터짐. 즉발속박을 프로씬에서 사기라도 해도 과부하보호막은 돌려줘야됨. 아니면 패시브를 새로고치던가 니들이 좋아하는 스택챔으로 만들어서 즉발속발이나 보호막좀 돌려줘라.,
상대가 극단적인 올 ad 조합이면 로아 대신 만년서리 올리고 3코어로 얼심 올리는게 더 좋음 페이커는 얼심 올린후에 망자의 갑옷까지도 올리긴 함 라이즈를 처음 하거나 잘 모르는 사람들은 라이즈로 방템올리는거에 회의적인 반응이 많은데 기본 패시브랑 궁 패시브 때문에 얼심 올려도 11렙 이후론 웬만한 메이지만큼 딜 나오는 챔임,
옆집 아지르는 대학갔다던데..,
얘 밴하는놈은 뭐하는 놈임?,
얘 즐겨찾기 하면 배경 줌,
"이렐 상대법 1렙에 이렐이 무슨 스킬을 찍었는지 체크하면서 천천히 당기면서 마순팔 쌓는식으로 운영1렙에 이렐이 q를 찍었다면 룬 감옥을 찍어주고 거리 조절하면서 딜교, e를 찍었다면 미니언에 스킬 쓴 순간 평 w 평 으로 난입 터뜨리면서 앞으로 나가면서 평타 최대한 욱여넣기 2렙 단계에서는 과부하보단 주문전이 찍은 후 마순팔 쌓기와 미니언 웨이브 관리에 집중 혹여 들어온다 싶으면 속박 걸고 거리 조절 5렙전까지 최대한 슬로우 푸시하면서 딜교는 받아치기용으로만귀환 후 첫템으로 닌탑 올려주면서 이후 라인전은 최대한 줄타기 하면서 라인 클리어 하고 사이드 강가 쪽 산책하며 시야체크 및 상대 사이드 라인 압박<<이거 무한 반복 로밍은 상대 이렐 집타임이거나, 궁극기를 굳이 사용하지 않아도 이득을 볼거같은 타이밍에 이렐은 라클이 빠르고 공성도 빠르기에 미드 포탑 체력 손해와 경험치 손해를 무조건 봄6렙 이후 라인전에서 스턴을 맞았을 때이렐이 점화다- 플래시 쓰고 생존이렐이 텔이다- 닌탑 믿고 침착하게 이렐에게 속박 과부하 콤보 날리고 난입 터뜨리면서 도주, 이렐이 궁을 사용했어도 난입에 달려있는 둔화 저항으로 어느 정도 상쇄가 됨. 이렐이 플을 쓰고 추격할 시 맞플로 도주사이드에선 대천사가 현재 있는 상태인지 확인 후 대천사 믿고 최대한 속도전 하며 웨이브 먼저 지우는데 집중, 사실 대천사 나온 시점에선 과부하만 다 맞추고 스턴만 피하면 이기긴함본인이 성장이 말려 사이드에서 눈마주치면 죽는 상황이면탑에게 이렐 사이드 부탁하고 본대 합류, 정글과 함께 시야 먹으며 상대가 131 하면 미드 상대 본대에 걸고 인원수 차이로 싸움 유도, 혹은 상대 미드 타워 압박",
제발... 궁쓸때 cc기걸리면 풀리는것좀 삭제해줘...,
칼바람에서 개재밌음 ㅋㅋㅋㅋ칼바람 특성상 주문전이 상대한테 거의 다 튀기고Q맞히면 기분 존나 째짐 ㅋㅋㅋㅋ,
"""카무이""",
얘가 그 NCT출신 SM 신인 보이그룹임?,
"차라리 Q를 타겟팅으로 바꾸고 딜 계수를 조금만 낮춰줘....QWE 다 타켓팅이여도 앵간한 애들보단 쓰기 힘들거 아니냐,,,",
솔직히 w 즉발만 돌려줘도 4~3티어는 고정으로 갈거같은데,
Cc기에 라클빠르고 사이드좋고 라인전도 묵직한편이고 성능 좋긴한데 이동기가 너무 아쉬운부분임,
근데 라이즈 궁 롤백해도 성능 변화는 크게 없을 껄아예 공식에서도 미니언 잡을 때 써먹으라고 했을 정도로 메이지 중에서 성능이 가장 폐급이던 스킬이라서 단순히 운영만 엄청 쉬워진다 이 정도로 끝날 지도 모름,
온몸에 이레즈미 있는 아바타,
애니가 평타 때려도 w랑e스킬 못쓰는 챔,
솔직히 숨겨진꿀챔같음,
좆날먹 ㅋㅋ,
확정적으로 묶어놓고 패는 좆사기련아 티어로 약코하지마 사발년아,
확정적으로 쳐 묵히고 쳐맞으면 제드 wqe쳐맞은 급인데 라클도 존나 빠르고 좆사기임 그냥 ㅇㅇ,
졷같은 챔 너프좀 시켜라 피도 안다는데 딜이 말이 안됨 그리고 그 좆같은 유튜버도 꺼져라탱커한테 라인전 지는 좆병신이 여기있네^^,
사이온 1렙특) 근접미니언 3마리가 갑자기 사라짐,
"사이온 처음 봤을때랑 현재 차이처음 봤을때ㅈㄴ 든든하고 올라프마냥 화끈한 맞다이를 보여줄거같은 든든한 탑솔러현재""버러지들!""",
스킬있는데 상대가 다이브해주면 좋아죽음,
이거 하는 애들도신지드 하는애들만큼이나 미친거같음별의 별 잡기술 운영법 다써가면서 함템트리도 다달라 ㅋㅋ,
사이온 손도안대다가메카제로떠서 크드 영상 몇 개 봤는데앵간한 건 다 그러려니 하면서 봤는데시체파밍 <— 이게 좀 지림단순 오버파밍 자살 말고상대정글이 설거지나 상대탑이 라인복귀 할 타이밍에 먼저 타워에 박아서 시체로 미니언 다 처리하고 라인 박고 가는거 ㅇㅇ,
이새낀 지 앞에 미니언 13마리 있어도 포탑잘맞음,
올라프로 얘 대체 어떻게 상대해야될지를 모르겠음 1렙쌈때는 사이온이 안싸워주면 그만이고 3렙되니까 얘가 겁나 세고; 6렙떄만 좀 CC씹을수 있으니까 이기는데 그 이후 가면 사이온이 한타면에서나 1대1에서나 그냥 다 세서 뭐 어떻게 해야할지를 모르겟음;;ㄴ 보통 사이온은 하는놈만 하는챔이라 숙련도 내공이 상당함,
잘하는 사람들은 거리 조절 진짜 잘하더라.설령 실패해서 끌리거나 접근 허용해도 금방 뿌리치고 빠져나가는 능력도 예술임.,
이새끼 q스킬 저지불가 달리면 개지릴듯,
숨은 게이챔,
나 궁금한거 있는데 미해분은 왜 드는거임?거드라 가면 라인 클리어 되긴한데 거드라를 안가거나 거드라 뽑기전에 q하나로 라클 빨리할려고 감,
나 궁금한거 있는데 미해분은 왜 드는거임?,
풀 차지이이ㅣㅇ잉 뀨,
심장을 내놔,
상대 말파나오면 이거하셈,
사이온으로 절대 안지는법1코 선체 2코 트포 3코 거드라포탑한테 박다가 상대 오면 궁쓰고 튀면 1인분 ㅆㅅㅌㅊ임,
미니언만 먹어도 라인전 이기는 신기한놈,
ㅂㄱㄹㄹ ㅃ!,
얘 진짜 잘크면 주문력 800 베이가도 짐,
신지드보드 머리속을 읽기 어려운 챔프,
얘 진짜 ㅈㄴ 잘큰거 봤는데진짜 안죽음걍 패고 패도 안죽음,
올라프로 얘 대체 어떻게 상대해야될지를 모르겠음 1렙쌈때는 사이온이 안싸워주면 그만이고 3렙되니까 얘가 겁나 세고; 6렙떄만 좀 CC씹을수 있으니까 이기는데 그 이후 가면 사이온이 한타면에서나 1대1에서나 그냥 다 세서 뭐 어떻게 해야할지를 모르겟음;;,
황밸,
사이온특)탱커긴 한데 잘크면 ㅈㄴ무서움,
1렙 부쉬 풀차징q 맞추면 기분 좋음,
크드 월식 약파는건지 알았는데 되게 좋음W키고 E맞추고 그냥 QW짧게 해서 월식만 터뜨릴건지 풀차징큐 갈길건지 심리전이 은근 좋음 딜도 개쌔고,
개재밌어요 츄라이 츄라이 아직 제대로 된체력뽕을 못 느껴봐서 그래 한 입 잡솨봐,
브라이어가 이새끼 Q에 나르 궁 섞음 ㅋㅋ,
받아라 푸울차징 큐 !,
성능은 모르겠는데 절대 선픽으로 꺼낼만한 카드는 아님,
끝내주는 무상성 챔피언,
ㅆㅂ 와꾸 상태가ㅋㅋㅋ,
이거나 먹어라 노력은 인정해주지 물러서실까,
그래도 옵지는 뭘 알아서 외모 업뎃 안하노..,
이거나 먹어랏~! 헤얽! 샥 히얏..! 물러서실까~~,
ㅈㄴ 모기딜이네,
원딜 잘 못하겠으면 얘 하셈 그냥스태틱 뽑고 서폿 위로 올려보내줘 그냥,
스테틱 수혜를 받아도 이 모양이네,
콩콩이에 암살자템 가는데 애 빌드 갑자기 왜이러냐?,
티어 높은 이유 : 이즈 카운터라서,
여러명한테 스택쌓을수있기는 하겠지만 원딜이 딜부족해서 블클을가는것부터 잘못됨,
콩비르 쳐하지좀마 시발 라인클리어 원툴 깡통년 대체 왜해 이새끼로 적 탱커 두들기는데 기스도 안나는거 보고 있으면 걍 서렌올리고싶더라,
얘 왜 1티어냐,
노딜인데 뚜벅이에 팔도 짧음,
옵지일러 언제바뀜 이거,
얘 왜 2티어인지 나만 이해 안되냐 교전능력도 개딸리고 좋은건 라인클리어밖에 없는데,
스태틱가면 도착하자마자 웨이브 3초컷나서 라인 왔다갔다하면 한명은 받아먹을게 없어짐ㅋㅋㅋ,
날먹비르 돌아옴?1티어네,
콩콩이 뭐야 ㅋㅋㅋ,
얘 스태틱 크라켄 중에 뭐 가야함?,
이새끼 그냥 치명타 올리는게 낫구나.. 방관은 더 구리네,
콩콩이 블클 시비르 이런거 뜨는거보니 담패치 적용되면 숟메타 돌아올듯,
얘는 스테틱 수혜를 못받은 얘임ㅋㅋ 원래도 q한번 w한번에 라인 뚝딱인데,
진짜 초상화 바꾼이유가 뭐임? 그럭저럭한일러에서 똠얌꿍왕코아줌마됐네ㅋㅋ,
굳이 스태틱 가야함? 너무 노딜인데 라인클리어야 w렙오르면 어차피 빠름,
왜 2티어냐 강코하지 마라,
딜도 안나와개못생겼어사거리도 짧아왜 하노?,
얘는 장점이 뭐임?,
딜 ㅈㄴ 구린데 왜 하는건지 모르겠네 그냥 하는순간 이즈 사미라 카이사 이런애들 나오는순간 걍 지는거임,
애쉬보다 딜 약함 그냥 개븅딱,
새일러 예쁘게 잘 그렸는데 얼굴 구리다 ㅇㅈㄹ하네 일본애니 그만봐라 옵창인생들아,
Q를 라클이 아니라 딜교용으로 쓰는 우리팀 시비르를 아직도 잊지 못한다,
새 일러스트 예쁘기만한데 왜 외모 구리다는거임? 진짜모름,
얘들아... 브론즈에선 얘들고 당연히 블츠한테 밀린단다.. 이구간은 그런곳이야 탱폿이면 원딜이 문제있지 않은 이상 무조건 다 이긴다고,
라인전때 멀리서 짤짤이만 계속 던지고 체력 깎아먹는 챔프 상대로 나오면 진짜 답없음;서로 체력이 비슷하면 싸울만한데일방적으로 계속 체력 깎아먹으면 절대 못싸움;특히 카르마가 진짜 답없음;무조건 쳐 발리는건 아니지만일단 상대하는 것 자체가 PTSD와서 겜 끄고 싶음,
에이 그래도 소라카 바루스가 진 유미보단 낫지,
침묵 장판 맞고 이동기 딸깍딸깍 우왕좌왕하다가 죽어봤으면,
Q가 느리긴 한데 얘 QW 힐량 생각하면 느린게 맞는거 같음,
너무느려,
유틸폿이 1티어를 먹는다=곧 개같이 찢겨 사망할 예정이니 지금 꿀 빨아야 한다.,
e장판이 ㄹㅇ 숨은 개사기스킬임바텀에 침묵먹으면 끊기는 스킬 진짜 수두룩빽빽인데q랑은 다르게 피하는게 많이 힘듦,
칼바에서 이거 하는 새끼들은 아가리좀 쳐 열지마 손가락이 없어서 w도 못누르는게 아니면 워모그 나온 순간 무한 힐인데 뭘 지가 존나 힘든일을 했다고 아가리를 쳐 열어,
혜 지년들 팁창에는 드립이나 칭찬하는글에는 관심 ㅈ도 없으면서 까는글만 보면 발작해서 비추폭탄박는거 개웃기네 ㅋㅋㅋㅋ,
밑라인이 아무리 든든한 챔프를 골라도 탑이 티모 고르면 조합 개판인거 같아보임,
불리할때 그나마 얘라도 잘커 있으면 게임 절대 안끝남 3라인 클리어로 진짜 얘만큼 사기적인 놈도 없기 때문에,
트린 카밀은 그냥 티모가 밉다,
얘는 거리조절 잘하는 사람이하면 좋음얘는 거리조절이 라인전이서 생명이여서 한번 클릭 잘 못 하면 바로 킬각 잡혀서 라인전 쉬운편은 아니긴함그리고 라인전 망했으면 그나마 팀한테 도움되게 버섯위주로 리안드리가서 시야확보와 스플릿만 해주면 됨 가끔 한타가서 원딜한테 실명넣는거랑 이렇게만해도 욕은 먹겠지만 게임은 나쁘지않게 흘러가는 경우가 대부분임,
우주그루브 끼고 컨4 연타하니까 기본 웃음보다 더 꼴받음,
후반에 이 새끼 버섯 한번 밟으면 지뢰 밟은거 마냥 그자리에 가만히 있어야함 잘못 발 내딛는 순간 뒤지는 수가 있음,
일러스트 드레이븐으로 했으면 잼민이들 안꼬였음,
단전에서부터 끌어오르는 티모에대한 분노가 멈추지않는 탑솔러들을 위한 장애병신씨발티모 카운터 정리1.올라프:라인전 시작되는 그순간부터 킬각2.탐켄치:티모의 ㅈ만한 견제딜로는 뚤을수없는 내장지방뚱땡이3.요릭.티모가 당하던 일방적인딜교를 그래도 돌려줄수있음4.블라디미르:궁생기는 순간부터 버섯이고 뭐고 원콤5.아트록스:풀콤 적중하는순간 회색화면6.럼블.평타를 아예안침+딜이 개씨발임7.오른:티모에게 대항할 딜을 가진 몇안되는 탱커모두 주챔중에 있아 보시고 즐거운 티확찢되세요 ^^,
이게 5티어….,
5티어인데 버프 안해주나 정글티모할껀데,
티모로 말파 만났을때 선 존야 가보세요 좋아 죽음 ㅋㅋㅋ,
컨트롤 4 한 번 누를 때마다 체력 100씩 까이게해라,
티모,
티모,
티모,
티모,
이새끼 e도트딜 q실명 삭제시켜라,
잉잉 내 버섯밭 못쓰고 끝났네,
다리보다 니가 낫다 씨발,
시발련이 진짜,
ㅈ모새끼 왜케 조용하냐좀 올라와라,
진짜 좆같다,
이새끼 대포 막타칠때 실명써서 대포 놓치게만들고 컨4 연타하는거 보면 진짜 대가리 함몰시켜버리싶음,
얘는 언제 1티어 되나,
이속이 말이 안된다,
걍 집공 착취보다 기발이 젤 나은듯,
귀여워서 한다고하는 티모충새끼들 가렌으로 티모만 1200판 만나게해야됨,
"장점: 뛰어난 견제력과, 딜링 및, 오브젝트 시야장악, 사이드능력.단점: 그 외의 모든것.",
티모 개사기임 꿀빠셈템은 보건 총검 블루임,
브실골플이 존나 애용함,
티확찢,
요즘 니가 선녀로 보여...,
평생 버프도 못받고 죽어있어라 ㅋㅋ,
브실골 티모특: 견제할려고 실명 막쓰다가 킬각잡히고 정글탓,
난 티모가 귀엽고 좋음ㅋㅋ,
평타기반 챔프들 특 티모 ptsd있음,
원거리 새끼가 가렌 다리상대로 말뚝딜쳐박아도 이기는거 역겨움,
평생 5티어에 처박혀있어라 씹련 ㅋㅋ,
꼬챙이에 찔러서 숯될때까지 태운다음에 발로 밟아서 부숴버리고 싶음,
거리조절 ㅈ도안해도 다리 가렌이기는 새끼가 이새끼임 뭔 거리조절드립이노,
천상계방송 적팀미드 단골손님,
트타는 카이팅이 제일 중요함 w로 위치선정하는거에서 티어가 갈리는 챔프입니다 -`д´-,
W1렙 기준 22초임 ! 겁나긴편이야୧(๑•̀ᗝ•́)૭,
이새끼 e패시브로 미니언 안먹어질거도 먹어지면 기분좋음그런데 가끔 타워앞에서 받아먹을때 딴챔이면 무난하게 먹는거 안먹어지는건 개좆같음,
결국 미드챔으로 전락 ㅋㅋㅋㅋㅋㅋ,
"아니 미드 트리스타나 왜이렇게 좋냐? 유지력, 견제, 생존력 전부 좋고 철거속도 ㄹㅇ 미친년인줄 알았다 태생이 원거리 딜러인데 피오라랑 철거력 비비고있네",
미드트타 개날먹사기임 원딜스웨인이랑 똑같은 점수자판기임꿀빠셈,
"초반 평타 사거리때매, 라인 당겨먹어야하는 단점이미드라인에서 해소됨.이제 트타는 미드로 가면 됩니다.",
야  트타 왜 원딜 데이터 표본수가 적다는 말이 뜨냐 미친거아니냐,
W 잘 쓰면 거의 저지불가급으로 써먹을 수 있더라,
원딜챔피언인데 미드티어가 더 높은 모순덩어리챔피언,
트런들마냥 뇌빼고 맞딜해도 다이기니까 여타 다른원딜챔이랑 달리 굳이 카이팅 할필요없이 우클릭딸깍딸깍만 하는챔프라서 미드 탑에서 쓰기좋은듯,
미드좀 그만 기어와라,
lck에서 미드 트타 제이스 아지르 요네 밖에 안 나옴,
진짜 궁금한데 고티어에서 미드 트타 좋나요?이유도 설명점,
상대 안들어 오고 사리면 w로 들어가서 q 키고 e 달아두고 존나 패면 반피 뻄 개 날먹챔,
트타귀여워요,
미드 지금 내가 느끼기엔 개사기임 ㅇㅇ,
바텀 트타는 별로인듯,
원딜 베인 유저가 이런 기분이었을까,
불쌍한 원딜 트타ㅋㅋ 바텀 4~5티어인데 미드때매 13.16패치 너프받네ㅋㅋ,
이거 요즘에 왜 미드로 기어나오는 거임? 나올 때마다 겜이 뭔가 좆같아지는데,
ㅇㅇ,
이새끼도 q에 마나없는거 ㅈ같네 많이는 안들어도 샨테처럼 15는 붙혀라Q 노코스트때문에 기본공속 낮음 저거없으면 딜 안나옴,
"일단 미드로 이점이 너무 많은듯.일단 초반 폭딜 ㅈㄴ쎄고 상대가 애니,카시처럼 돌진했을 때 대처 좋으면 그냥 기발들고 스킬 쓰면서 쭉쭉 밀면 됨.점프라는 최상위 이동기때문에 갱회피 좋고 교전 합류도 빠름.심지어 상대가 로밍가면 철거도 빛의 속도.그나마 약점이 1코 이후 나보리 전까지 좀 약한 건데 그리 체감되지도 않고 미드치고 후반밸류마저 좋음.",
트타못하면 그냥 미드트타 하지마라 우리팀 미드 트타 미드녹턴한테 개쳐맞던데 개 패죽이고싶었음,
솔직히 트타 점프 쿨타임좀 몇초 더 늘려야됨 생존기로 써야지...쿨이 무슨 짧아서 계속써,
"챔피언👤이 저지불가🚫, 피흡💉, 뎀감🛡️ ,벽🧱 넘기는 거 있고요.공포😨 있고, 심지어 쿨타임은 7초밖에 안되고 마나🧙‍♂️는 40들고 w는 심지어 이속증가🐆에다 쿨 비활시 쿨 2초씩 주는데다 패시브는 마법피해🗡️가 들어가며 그 다음에 🇦 🇩 ⚔️ 올리면📈 올릴수록📈 피흡이 늘어나고!↗️ 궁극기🎇는 저지불가에 피흡💉까지 있고요 🇶 5️⃣렙에 피흡이 7️⃣5️⃣% 생기고 퍼뎀%까지 있으며 꾹⏩ 누르면 상대👤뒤로 나가며 그 다음에 주문력🪄  계수가 있어가지고 W가 그 이속💨 이 이익-으아아아악😱😱---",
"놀랍게도 워윅 극후반 승률은 좋답니다풀템 나오면 3초마다 저지불가, 구리던 한타도 E가 3번씩 돈다면 얘기가 다르죠. 30초대 궁쿨은 덤!근데 워윅으로 극후반까지 끌릴 겜이면 진작에 젔어야 하는데 상대가 병신이거나 아군이 병신이라 유리한 채로 질질 끌다가 겜 비벼징 경우임",
실제로 만나면 진짜 개무서울듯갑자기 나보더니 눈돌아가가지고존나 멀리 점프해서 나 덮치고 물고 깨물고 체력 떨어져서 힘들다고하면 오히려 더 빨라지고,
버프좀,
브실골 1티어 에다마그마챌 쓰레기 정글챔 1티어,
잠깐 협곡 휴식을 가지고 있었어요그런데 신챔이 누구 타이틀을 뺐었다해서 달려갔죠근데 가고보니 미친개 타이틀이였어요기절했어요,
얘도 피들처럼 미니언 피흡 너프 시켜야한다고 생각함,
솔직히 성능은 모르겠는데 몰왕-공속신-굶드라-구인수-피바-철갑궁 이렇게 가면 피흡 뽕이랑 딜뽕은 개지림 ㅋㅋ,
